location,date,time,precipitation(mm),air_pressure(hPa),temperature(˚C),humidity(%),wind(m/s)
Chicago ,2022-04-12,12:00:00 AM,0,1001,18.7,77.6,5
Chicago ,2022-04-12,1:00:00 AM,0,1001.8,19.6,71.9,6
Chicago ,2022-04-12,2:00:00 AM,0,1002,22,66.6,8
Chicago ,2022-04-12,3:00:00 AM,0,1000.9,23.1,62.7,7
Chicago ,2022-04-12,4:00:00 AM,0,999.5,24.5,57.6,6
Chicago ,2022-04-12,5:00:00 AM,0,998.7,25.9,53.7,6
Chicago ,2022-04-12,6:00:00 AM,0,998,26.1,51.7,9
Chicago ,2022-04-12,7:00:00 AM,0,997.6,25.9,53.7,6
Chicago ,2022-04-12,8:00:00 AM,0,998.3,22.8,64.7,10
Chicago ,2022-04-12,9:00:00 AM,0,999.7,17.9,83.7,12
Chicago ,2022-04-12,10:00:00 AM,0,1000,16.7,86.8,8
Chicago ,2022-04-12,11:00:00 AM,0,1000.8,17,84.7,5
Chicago ,2022-04-12,12:00:00 PM,0,1000.2,17.2,86.9,4
Chicago ,2022-04-12,1:00:00 PM,0,1000.4,17.3,88.6,2
Chicago ,2022-04-12,2:00:00 PM,0,1000.9,16.5,85.7,5
Chicago ,2022-04-12,3:00:00 PM,0,1000.9,15.9,87.9,5
Chicago ,2022-04-12,4:00:00 PM,0,1000.8,15.7,87.9,3
Chicago ,2022-04-12,5:00:00 PM,0,1000.8,15.7,90.8,3
Chicago ,2022-04-12,6:00:00 PM,1,1000.9,15.5,92.6,4
Chicago ,2022-04-12,7:00:00 PM,0,1001,15.3,93.8,4
Chicago ,2022-04-12,8:00:00 PM,0,1001.1,15.1,91.9,6
Chicago ,2022-04-12,9:00:00 PM,0,1001.1,13.9,91.9,8
Chicago ,2022-04-12,10:00:00 PM,0,1001.9,13.6,90.6,6
Chicago ,2022-04-12,11:00:00 PM,0,1002.5,13.3,86.5,10
Chicago ,2022-04-13,12:00:00 AM,1,1003.5,13.5,81.5,10
Chicago ,2022-04-13,1:00:00 AM,0,1004.3,13.4,73.7,10
Chicago ,2022-04-13,2:00:00 AM,0,1005,13.4,70.7,11
Chicago ,2022-04-13,3:00:00 AM,0,1005.1,13.3,67.9,12
Chicago ,2022-04-13,4:00:00 AM,0,1005.2,13.1,66.9,10
Chicago ,2022-04-13,5:00:00 AM,0,1005,12.3,54.9,10
Chicago ,2022-04-13,6:00:00 AM,0,1004.6,12.2,54.9,11
Chicago ,2022-04-13,7:00:00 AM,0,1004.1,12.3,56.9,14
Chicago ,2022-04-13,8:00:00 AM,0,1004.4,12.2,57.6,13
Chicago ,2022-04-13,9:00:00 AM,0,1004.7,12.3,57.7,10
Chicago ,2022-04-13,10:00:00 AM,0,1004.9,12.3,58.9,9
Chicago ,2022-04-13,11:00:00 AM,0,1006,12.2,58.9,10
Chicago ,2022-04-13,12:00:00 PM,0,1006.7,12.2,56.8,12
Chicago ,2022-04-13,1:00:00 PM,0,1006.8,12,51.8,11
Chicago ,2022-04-13,2:00:00 PM,0,1006.7,12,48.6,10
Chicago ,2022-04-13,3:00:00 PM,0,1007.1,12.1,48.6,12
Chicago ,2022-04-13,4:00:00 PM,0,1007.1,12.2,48.6,8
Chicago ,2022-04-13,5:00:00 PM,0,1006.5,12.2,48.6,9
Chicago ,2022-04-13,6:00:00 PM,0,1006.3,12.2,47.6,7
Chicago ,2022-04-13,7:00:00 PM,0,1006.5,12.2,45.9,9
Chicago ,2022-04-13,8:00:00 PM,0,1006.3,12.1,46.9,8
Chicago ,2022-04-13,9:00:00 PM,0,1006.7,11.9,50.7,9
Chicago ,2022-04-13,10:00:00 PM,0,1007.5,11.9,55.6,8
Chicago ,2022-04-13,11:00:00 PM,0,1007.6,12.1,59.7,9
Chicago ,2022-04-14,12:00:00 AM,0,1008.1,12.2,64.9,8
Chicago ,2022-04-14,1:00:00 AM,0,1009,12.2,63.6,10
Chicago ,2022-04-14,2:00:00 AM,0,1008.9,13.2,58.7,8
Chicago ,2022-04-14,3:00:00 AM,0,1008.5,14.3,56.6,7
Chicago ,2022-04-14,4:00:00 AM,0,1007.7,14.8,52.9,8
Chicago ,2022-04-14,5:00:00 AM,0,1007.5,15.1,51.9,7
Chicago ,2022-04-14,6:00:00 AM,0,1006.9,15.1,49.8,9
Chicago ,2022-04-14,7:00:00 AM,0,1007.4,15,49.7,6
Chicago ,2022-04-14,8:00:00 AM,0,1007.4,15.1,49.8,6
Chicago ,2022-04-14,9:00:00 AM,0,1007.9,15,48.7,5
Chicago ,2022-04-14,10:00:00 AM,0,1008,14.1,49.8,5
Chicago ,2022-04-14,11:00:00 AM,0,1008.3,13.4,50.7,7
Chicago ,2022-04-14,12:00:00 PM,0,1009.3,13.1,51.7,6
Chicago ,2022-04-14,1:00:00 PM,0,1010,12.6,51.6,7
Chicago ,2022-04-14,2:00:00 PM,0,1009.6,11.9,52.9,6
Chicago ,2022-04-14,3:00:00 PM,0,1010.1,11.4,54.7,5
Chicago ,2022-04-14,4:00:00 PM,0,1009.9,10.8,55.7,4
Chicago ,2022-04-14,5:00:00 PM,0,1009.2,10.2,56.7,4
Chicago ,2022-04-14,6:00:00 PM,0,1009.2,9.6,56.6,7
Chicago ,2022-04-14,7:00:00 PM,0,1008.9,9,56.8,6
Chicago ,2022-04-14,8:00:00 PM,0,1008.7,8.2,60.9,4
Chicago ,2022-04-14,9:00:00 PM,0,1009,7.7,61.6,5
Chicago ,2022-04-14,10:00:00 PM,0,1009.3,7.9,63.5,5
Chicago ,2022-04-14,11:00:00 PM,0,1009.4,10.1,56.7,4
Chicago ,2022-04-15,12:00:00 AM,0,1008.9,12.7,48.8,6
Chicago ,2022-04-15,1:00:00 AM,0,1008.7,14.2,42.7,3
Chicago ,2022-04-15,2:00:00 AM,0,1008.5,15.7,40.7,4
Chicago ,2022-04-15,3:00:00 AM,0,1007.6,16.4,35.7,7
Chicago ,2022-04-15,4:00:00 AM,0,1006.9,17.5,30.8,8
Chicago ,2022-04-15,5:00:00 AM,0,1006,18.3,30.8,9
Chicago ,2022-04-15,6:00:00 AM,0,1004.7,18.9,29.9,7
Chicago ,2022-04-15,7:00:00 AM,0,1003.6,19.2,31.7,6
Chicago ,2022-04-15,8:00:00 AM,0,1003.8,17.9,38.8,11
Chicago ,2022-04-15,9:00:00 AM,0,1004.5,16.2,42.6,9
Chicago ,2022-04-15,10:00:00 AM,0,1005,14.8,50.7,6
Chicago ,2022-04-15,11:00:00 AM,0,1006,14,53.8,5
Chicago ,2022-04-15,12:00:00 PM,0,1007.1,13.8,44.7,8
Chicago ,2022-04-15,1:00:00 PM,0,1007.6,12.6,47.7,6
Chicago ,2022-04-15,2:00:00 PM,0,1007.6,12,50.7,4
Chicago ,2022-04-15,3:00:00 PM,0,1008,11.3,51.6,2
Chicago ,2022-04-15,4:00:00 PM,0,1008.2,10.3,55.5,1
Chicago ,2022-04-15,5:00:00 PM,0,1008.1,9.5,58.6,2
Chicago ,2022-04-15,6:00:00 PM,0,1008,8.7,62.7,4
Chicago ,2022-04-15,7:00:00 PM,0,1007.9,8.3,63.6,2
Chicago ,2022-04-15,8:00:00 PM,0,1007.7,7.4,67.6,4
Chicago ,2022-04-15,9:00:00 PM,0,1008,7.2,68.5,3
Chicago ,2022-04-15,10:00:00 PM,0,1008.5,7.7,68.6,3
Chicago ,2022-04-15,11:00:00 PM,0,1008.7,9.8,64.8,2
Chicago ,2022-04-16,12:00:00 AM,0,1008.7,12.7,55.8,5
Chicago ,2022-04-16,1:00:00 AM,0,1008.9,14.7,47.6,5
Chicago ,2022-04-16,2:00:00 AM,0,1008.6,16.2,39.7,5
Chicago ,2022-04-16,3:00:00 AM,0,1007.8,17.3,32.8,6
Chicago ,2022-04-16,4:00:00 AM,0,1007,18.1,28,7
Chicago ,2022-04-16,5:00:00 AM,0,1006.1,19.2,20,8
Chicago ,2022-04-16,6:00:00 AM,0,1005.5,20,25.9,7
Chicago ,2022-04-16,7:00:00 AM,0,1005.2,19.6,21,8
Chicago ,2022-04-16,8:00:00 AM,0,1005.1,18.7,25,8
Chicago ,2022-04-16,9:00:00 AM,0,1005.4,17.2,25,7
Chicago ,2022-04-16,10:00:00 AM,0,1005.5,15.3,32,5
Chicago ,2022-04-16,11:00:00 AM,0,1005.9,13.8,36,5
Chicago ,2022-04-16,12:00:00 PM,0,1006.8,12.7,44.7,4
Chicago ,2022-04-16,1:00:00 PM,0,1007.1,11.5,58.7,6
Chicago ,2022-04-16,2:00:00 PM,0,1007.2,10.7,64.6,4
Chicago ,2022-04-16,3:00:00 PM,0,1007.4,10.1,70.6,5
Chicago ,2022-04-16,4:00:00 PM,0,1007.6,9.4,74.5,3
Chicago ,2022-04-16,5:00:00 PM,0,1007.5,8.9,81.4,5
Chicago ,2022-04-16,6:00:00 PM,0,1007.5,8.4,81.4,3
Chicago ,2022-04-16,7:00:00 PM,0,1007.5,7.8,83.6,2
Chicago ,2022-04-16,8:00:00 PM,0,1007.5,7.6,84.7,1
Chicago ,2022-04-16,9:00:00 PM,0,1007.7,7.2,85.9,3
Chicago ,2022-04-16,10:00:00 PM,0,1008.1,7.5,84.7,1
Chicago ,2022-04-16,11:00:00 PM,0,1008.6,9.6,78.8,3
Chicago ,2022-04-17,12:00:00 AM,0,1008.7,11.8,64.8,3
Chicago ,2022-04-17,1:00:00 AM,0,1009.2,14,51.6,3
Chicago ,2022-04-17,2:00:00 AM,0,1008.9,16,43.8,6
Chicago ,2022-04-17,3:00:00 AM,0,1008.3,18.2,35.8,6
Chicago ,2022-04-17,4:00:00 AM,0,1007.7,19.4,33.9,8
Chicago ,2022-04-17,5:00:00 AM,0,1007,21.3,27.9,6
Chicago ,2022-04-17,6:00:00 AM,0,1006.7,21.2,30.7,9
Chicago ,2022-04-17,7:00:00 AM,0,1006.5,21,32.7,6
Chicago ,2022-04-17,8:00:00 AM,0,1006.6,19.7,26.8,8
Chicago ,2022-04-17,9:00:00 AM,0,1006.4,18.9,25.1,5
Chicago ,2022-04-17,10:00:00 AM,0,1006.7,17.1,27.1,5
Chicago ,2022-04-17,11:00:00 AM,0,1007.1,15.5,39.8,5
Chicago ,2022-04-17,12:00:00 PM,0,1007.4,14.4,44.9,3
Chicago ,2022-04-17,1:00:00 PM,0,1008.1,13.4,54.8,6
Chicago ,2022-04-17,2:00:00 PM,0,1008.3,12.7,57.8,7
Chicago ,2022-04-17,3:00:00 PM,0,1008.6,12.2,59.7,4
Chicago ,2022-04-17,4:00:00 PM,0,1008.9,12,60.5,2
Chicago ,2022-04-17,5:00:00 PM,0,1008.6,11.9,61.7,3
Chicago ,2022-04-17,6:00:00 PM,0,1008.2,11.5,62.5,1
Chicago ,2022-04-17,7:00:00 PM,0,1007.8,11.4,60.8,2
Chicago ,2022-04-17,8:00:00 PM,0,1007.9,11.5,63.8,1
Chicago ,2022-04-17,9:00:00 PM,0,1007.8,11.6,62.5,3
Chicago ,2022-04-17,10:00:00 PM,0,1007.7,11.6,62.5,3
Chicago ,2022-04-17,11:00:00 PM,0,1008.2,12.5,59.8,3
Chicago ,2022-04-18,12:00:00 AM,0,1008.4,13.7,50.8,3
Chicago ,2022-04-18,1:00:00 AM,0,1008.2,15.2,44.8,4
Chicago ,2022-04-18,2:00:00 AM,0,1008.2,16.8,38.8,5
Chicago ,2022-04-18,3:00:00 AM,0,1007.8,18.3,35.8,7
Chicago ,2022-04-18,4:00:00 AM,0,1006.8,19.9,29.7,7
Chicago ,2022-04-18,5:00:00 AM,0,1006.2,21.4,25.8,7
Chicago ,2022-04-18,6:00:00 AM,0,1006.2,20.8,23,10
Chicago ,2022-04-18,7:00:00 AM,0,1006.1,20.1,29.8,7
Chicago ,2022-04-18,8:00:00 AM,0,1006.1,19.7,26,8
Chicago ,2022-04-18,9:00:00 AM,0,1005.8,19.1,24.9,6
Chicago ,2022-04-18,10:00:00 AM,0,1005.8,17.5,30.8,6
Chicago ,2022-04-18,11:00:00 AM,0,1006.6,15.4,41.8,6
Chicago ,2022-04-18,12:00:00 PM,0,1007.4,14.2,46.8,5
Chicago ,2022-04-18,1:00:00 PM,0,1007.6,13.2,55.9,5
Chicago ,2022-04-18,2:00:00 PM,0,1007.7,12.5,57.7,3
Chicago ,2022-04-18,3:00:00 PM,0,1007.9,12.1,60.5,4
Chicago ,2022-04-18,4:00:00 PM,0,1008.1,11.4,62.5,3
Chicago ,2022-04-18,5:00:00 PM,0,1007.9,11,67.9,3
Chicago ,2022-04-18,6:00:00 PM,0,1007.6,10.4,68.7,3
Chicago ,2022-04-18,7:00:00 PM,0,1007.3,10.1,71.6,2
Chicago ,2022-04-18,8:00:00 PM,0,1007.1,9.7,73.5,2
Chicago ,2022-04-18,9:00:00 PM,0,1007.2,9.1,73.9,3
Chicago ,2022-04-18,10:00:00 PM,0,1007.5,9.1,74.4,3
Chicago ,2022-04-18,11:00:00 PM,0,1007.8,11.3,67.5,3
Chicago ,2022-04-19,12:00:00 AM,0,1007.9,14.1,57.7,3
Chicago ,2022-04-19,1:00:00 AM,0,1007.9,16.6,47.8,4
Chicago ,2022-04-19,2:00:00 AM,0,1007.7,18.3,43.8,4
Chicago ,2022-04-19,3:00:00 AM,0,1007.3,20.2,38.7,5
Chicago ,2022-04-19,4:00:00 AM,0,1006.8,21.7,35.8,5
Chicago ,2022-04-19,5:00:00 AM,0,1006.2,22,34.9,7
Chicago ,2022-04-19,6:00:00 AM,0,1005.8,21.8,30.9,8
Chicago ,2022-04-19,7:00:00 AM,0,1005.7,20.9,31.8,10
Chicago ,2022-04-19,8:00:00 AM,0,1005.5,20.1,31.8,8
Chicago ,2022-04-19,9:00:00 AM,0,1005.4,18.9,34.7,9
Chicago ,2022-04-19,10:00:00 AM,0,1005.6,17.2,36.7,5
Chicago ,2022-04-19,11:00:00 AM,0,1006.1,15.7,39.9,7
Chicago ,2022-04-19,12:00:00 PM,0,1006.6,14.7,46.6,5
Chicago ,2022-04-19,1:00:00 PM,0,1007.1,13.8,53.8,3
Chicago ,2022-04-19,2:00:00 PM,0,1007.2,13,56.6,4
Chicago ,2022-04-19,3:00:00 PM,0,1007.6,12.3,61.8,3
Chicago ,2022-04-19,4:00:00 PM,0,1007.4,11.7,64.8,2
Chicago ,2022-04-19,5:00:00 PM,0,1007.2,11.1,67.9,2
Chicago ,2022-04-19,6:00:00 PM,0,1007,10.7,69.7,2
Chicago ,2022-04-19,7:00:00 PM,0,1006.8,10.5,72.6,3
Chicago ,2022-04-19,8:00:00 PM,0,1006.6,10.1,72.6,1
Chicago ,2022-04-19,9:00:00 PM,0,1006.9,9.8,73.5,1
Chicago ,2022-04-19,10:00:00 PM,0,1007.3,9.9,74.6,2
Chicago ,2022-04-19,11:00:00 PM,0,1007.5,12.2,66.7,4
Chicago ,2022-04-20,12:00:00 AM,0,1007.4,14.8,52.5,3
Chicago ,2022-04-20,1:00:00 AM,0,1007,16.9,42.8,2
Chicago ,2022-04-20,2:00:00 AM,0,1006.9,18.9,34.7,6
Chicago ,2022-04-20,3:00:00 AM,0,1005.9,20.8,31.7,7
Chicago ,2022-04-20,4:00:00 AM,0,1005.5,21.7,28.8,8
Chicago ,2022-04-20,5:00:00 AM,0,1004.8,21.9,24.8,8
Chicago ,2022-04-20,6:00:00 AM,0,1004.1,21.4,29.7,9
Chicago ,2022-04-20,7:00:00 AM,0,1003.6,22,28.9,6
Chicago ,2022-04-20,8:00:00 AM,0,1003.4,21.3,26.9,7
Chicago ,2022-04-20,9:00:00 AM,0,1003.4,20.2,29.8,6
Chicago ,2022-04-20,10:00:00 AM,0,1003.5,18.2,36.8,6
Chicago ,2022-04-20,11:00:00 AM,0,1003.8,16.5,39.8,6
Chicago ,2022-04-20,12:00:00 PM,0,1004.6,15,47.7,4
Chicago ,2022-04-20,1:00:00 PM,0,1004.8,14.2,53.9,5
Chicago ,2022-04-20,2:00:00 PM,0,1004.7,13.5,53.7,3
Chicago ,2022-04-20,3:00:00 PM,0,1004.9,12.9,52.8,3
Chicago ,2022-04-20,4:00:00 PM,0,1004.7,12.2,54.9,2
Chicago ,2022-04-20,5:00:00 PM,0,1004.3,11.8,54.8,2
Chicago ,2022-04-20,6:00:00 PM,0,1003.7,11.4,52.7,3
Chicago ,2022-04-20,7:00:00 PM,0,1003.4,10.7,55.6,4
Chicago ,2022-04-20,8:00:00 PM,0,1003.1,10.2,60.9,4
Chicago ,2022-04-20,9:00:00 PM,0,1002.9,9.7,64.8,4
Chicago ,2022-04-20,10:00:00 PM,0,1002.8,10.2,64.9,3
Chicago ,2022-04-20,11:00:00 PM,0,1002.6,12.8,57.8,3
Chicago ,2022-04-21,12:00:00 AM,0,1002.8,15.2,51.6,3
Chicago ,2022-04-21,1:00:00 AM,0,1002.4,17.4,35.8,2
Chicago ,2022-04-21,2:00:00 AM,0,1002.2,20,23.9,5
Chicago ,2022-04-21,3:00:00 AM,0,1001.7,21.3,21.9,7
Chicago ,2022-04-21,4:00:00 AM,0,1001.4,21.1,24.8,8
Chicago ,2022-04-21,5:00:00 AM,0,1000.4,22.5,22.9,8
Chicago ,2022-04-21,6:00:00 AM,0,999.8,21.9,24.8,9
Chicago ,2022-04-21,7:00:00 AM,0,999.7,21.4,22.9,11
Chicago ,2022-04-21,8:00:00 AM,0,999.9,20.2,46.9,10
Chicago ,2022-04-21,9:00:00 AM,0,1000,18.8,53.6,8
Chicago ,2022-04-21,10:00:00 AM,0,1000.2,17.8,54.8,8
Chicago ,2022-04-21,11:00:00 AM,0,1000.4,17,57.7,7
Chicago ,2022-04-21,12:00:00 PM,0,1001,16.8,54.6,6
Chicago ,2022-04-21,1:00:00 PM,0,1000.8,16.3,58.7,8
Chicago ,2022-04-21,2:00:00 PM,0,1000.9,15.9,58.6,5
Chicago ,2022-04-21,3:00:00 PM,0,1001.1,15.3,60.9,5
Chicago ,2022-04-21,4:00:00 PM,0,1001.1,15.1,58.8,5
Chicago ,2022-04-21,5:00:00 PM,0,1000.7,14.9,60.8,6
Chicago ,2022-04-21,6:00:00 PM,0,1000.7,14.5,61.5,5
Chicago ,2022-04-21,7:00:00 PM,0,1000.5,14.2,63.6,4
Chicago ,2022-04-21,8:00:00 PM,0,1000.3,14.3,68.6,10
Chicago ,2022-04-21,9:00:00 PM,0,1000.1,14.6,67.7,5
Chicago ,2022-04-21,10:00:00 PM,0,1000.3,14.8,68.7,5
Chicago ,2022-04-21,11:00:00 PM,0,999.7,15.4,69.7,7
Chicago ,2022-04-22,12:00:00 AM,0,999.3,16.3,66.7,8
Chicago ,2022-04-22,1:00:00 AM,0,999.8,16.8,68.6,8
Chicago ,2022-04-22,2:00:00 AM,0,1000.1,16.6,70.9,10
Chicago ,2022-04-22,3:00:00 AM,0,999.7,16.8,73.8,9
Chicago ,2022-04-22,4:00:00 AM,0,999.5,16.3,78.7,10
Chicago ,2022-04-22,5:00:00 AM,0,999.6,15.7,80.7,8
Chicago ,2022-04-22,6:00:00 AM,0,999.1,15.8,81.8,7
Chicago ,2022-04-22,7:00:00 AM,0,999,15.4,84.5,7
Chicago ,2022-04-22,8:00:00 AM,0,999.2,15.1,86.7,7
Chicago ,2022-04-22,9:00:00 AM,0,999.5,14.9,86.7,5
Chicago ,2022-04-22,10:00:00 AM,0,999.9,14.5,88.9,6
Chicago ,2022-04-22,11:00:00 AM,0,1000.3,14.2,88.9,6
Chicago ,2022-04-22,12:00:00 PM,0,1001.1,14.2,88.9,5
Chicago ,2022-04-22,1:00:00 PM,0,1002,13.9,87.7,6
Chicago ,2022-04-22,2:00:00 PM,0,1002,13.6,87.7,6
Chicago ,2022-04-22,3:00:00 PM,0,1002.6,13.2,84.8,5
Chicago ,2022-04-22,4:00:00 PM,0,1003.1,12.8,85.9,5
Chicago ,2022-04-22,5:00:00 PM,0,1002.8,12.6,85.9,2
Chicago ,2022-04-22,6:00:00 PM,0,1003,12,86.4,2
Chicago ,2022-04-22,7:00:00 PM,0,1003.2,11.2,87.5,2
Chicago ,2022-04-22,8:00:00 PM,0,1003.2,10.8,91.7,1
Chicago ,2022-04-22,9:00:00 PM,0,1003.4,10.5,92.9,2
Chicago ,2022-04-22,10:00:00 PM,0,1003.7,10.7,92.9,3
Chicago ,2022-04-22,11:00:00 PM,0,1004.3,12.2,89.9,3
Chicago ,2022-04-23,12:00:00 AM,0,1004.7,14.3,79.5,3
Chicago ,2022-04-23,1:00:00 AM,0,1004.3,16.7,66.8,4
Chicago ,2022-04-23,2:00:00 AM,0,1004.1,18.6,53.6,4
Chicago ,2022-04-23,3:00:00 AM,0,1003.5,19.8,47.7,4
Chicago ,2022-04-23,4:00:00 AM,0,1002.4,21.7,40.8,4
Chicago ,2022-04-23,5:00:00 AM,0,1001.3,23.4,31.8,5
Chicago ,2022-04-23,6:00:00 AM,0,1000,24.7,21.9,4
Chicago ,2022-04-23,7:00:00 AM,0,999.2,25.1,22.8,4
Chicago ,2022-04-23,8:00:00 AM,0,999,24.7,23.8,4
Chicago ,2022-04-23,9:00:00 AM,0,999.2,24.3,23.9,1
Chicago ,2022-04-23,10:00:00 AM,0,999.4,22.8,27.9,2
Chicago ,2022-04-23,11:00:00 AM,0,999.8,20.8,39.7,4
Chicago ,2022-04-23,12:00:00 PM,0,1000.1,19.3,43.8,3
Chicago ,2022-04-23,1:00:00 PM,0,1000.4,18,46.9,4
Chicago ,2022-04-23,2:00:00 PM,0,1000.6,17.1,54.6,4
Chicago ,2022-04-23,3:00:00 PM,0,1001.1,16.8,59.6,4
Chicago ,2022-04-23,4:00:00 PM,0,1001.2,17.1,56.9,5
Chicago ,2022-04-23,5:00:00 PM,0,1001.3,17,57.7,4
Chicago ,2022-04-23,6:00:00 PM,0,1001.3,16.3,59.9,3
Chicago ,2022-04-23,7:00:00 PM,0,1001.5,16,75.6,7
Chicago ,2022-04-23,8:00:00 PM,0,1001.6,15.5,80.7,4
Chicago ,2022-04-23,9:00:00 PM,0,1001.9,15.1,86.7,2
Chicago ,2022-04-23,10:00:00 PM,0,1002.1,15.1,89.6,0
Chicago ,2022-04-23,11:00:00 PM,0,1002.1,15.5,90.8,3
Chicago ,2022-04-24,12:00:00 AM,0,1002,16.1,87.9,2
Chicago ,2022-04-24,1:00:00 AM,0,1001.5,17.7,80.5,3
Chicago ,2022-04-24,2:00:00 AM,0,1001.4,19.7,70.5,5
Chicago ,2022-04-24,3:00:00 AM,0,1000.8,21,58.7,4
Chicago ,2022-04-24,4:00:00 AM,0,1000.1,22.8,51.9,5
Chicago ,2022-04-24,5:00:00 AM,0,999.5,24.1,50.9,7
Chicago ,2022-04-24,6:00:00 AM,0,999.5,24.1,50.9,6
Chicago ,2022-04-24,7:00:00 AM,0,999.1,24.3,48.6,5
Chicago ,2022-04-24,8:00:00 AM,0,999.4,23.8,54.9,6
Chicago ,2022-04-24,9:00:00 AM,0,999.9,21.6,63.6,8
Chicago ,2022-04-24,10:00:00 AM,0,1000.2,19.2,71.8,6
Chicago ,2022-04-24,11:00:00 AM,0,1000.7,17.6,77.9,5
Chicago ,2022-04-24,12:00:00 PM,0,1001.8,16.9,82.5,5
Chicago ,2022-04-24,1:00:00 PM,0,1002.3,17.2,83.6,5
Chicago ,2022-04-24,2:00:00 PM,0,1002.3,17,86.9,6
Chicago ,2022-04-24,3:00:00 PM,0,1002.2,17,87.4,3
Chicago ,2022-04-24,4:00:00 PM,0,1002.6,17.1,90.9,2
Chicago ,2022-04-24,5:00:00 PM,0,1002.4,17.2,92.7,1
Chicago ,2022-04-24,6:00:00 PM,0,1002.5,17.1,92.6,2
Chicago ,2022-04-24,7:00:00 PM,0,1002.4,17.1,93.8,1
Chicago ,2022-04-24,8:00:00 PM,0,1002.7,17.1,93.8,2
Chicago ,2022-04-24,9:00:00 PM,0,1003.1,17.2,94.4,2
Chicago ,2022-04-24,10:00:00 PM,0,1003.4,17.2,94.4,3
Chicago ,2022-04-24,11:00:00 PM,0,1003.5,17.5,95.7,4
Chicago ,2022-04-25,12:00:00 AM,1,1003.4,18,93.9,5
Chicago ,2022-04-25,1:00:00 AM,0,1003.3,18.5,90.4,5
Chicago ,2022-04-25,2:00:00 AM,0,1003.5,19.4,84.9,2
Chicago ,2022-04-25,3:00:00 AM,0,1002.8,20.5,80.9,2
Chicago ,2022-04-25,4:00:00 AM,0,1002.2,21.8,69.6,3
Chicago ,2022-04-25,5:00:00 AM,0,1001,23.2,65.6,4
Chicago ,2022-04-25,6:00:00 AM,0,999.9,23.4,63.6,4
Chicago ,2022-04-25,7:00:00 AM,0,999.1,23.5,63.6,2
Chicago ,2022-04-25,8:00:00 AM,0,999,23.2,63.9,3
Chicago ,2022-04-25,9:00:00 AM,0,998.5,22.8,64.7,2
Chicago ,2022-04-25,10:00:00 AM,0,997.8,22,68.8,2
Chicago ,2022-04-25,11:00:00 AM,0,998,21.4,71.8,2
Chicago ,2022-04-25,12:00:00 PM,0,998.8,21.1,73.6,3
Chicago ,2022-04-25,1:00:00 PM,0,997.8,20.6,76.9,3
Chicago ,2022-04-25,2:00:00 PM,0,996.8,20.4,77.8,3
Chicago ,2022-04-25,3:00:00 PM,0,996.1,20.2,77.8,4
Chicago ,2022-04-25,4:00:00 PM,0,995.6,19.7,79.7,2
Chicago ,2022-04-25,5:00:00 PM,0,994.8,19.1,81.7,3
Chicago ,2022-04-25,6:00:00 PM,1,994.4,18.1,82.6,6
Chicago ,2022-04-25,7:00:00 PM,0,993.8,17.3,87.5,4
Chicago ,2022-04-25,8:00:00 PM,0,992.8,17,87.4,4
Chicago ,2022-04-25,9:00:00 PM,0,992.2,17,83.6,5
Chicago ,2022-04-25,10:00:00 PM,0,991.8,17,86.9,5
Chicago ,2022-04-25,11:00:00 PM,0,991.9,18.4,78.5,5
Chicago ,2022-04-26,12:00:00 AM,1,991.7,20.4,67.6,3
Chicago ,2022-04-26,1:00:00 AM,0,990.9,22.3,62.9,3
Chicago ,2022-04-26,2:00:00 AM,0,991.5,24.2,54.7,4
Chicago ,2022-04-26,3:00:00 AM,0,990.9,26.1,44.9,7
Chicago ,2022-04-26,4:00:00 AM,0,990.1,27.5,40.8,6
Chicago ,2022-04-26,5:00:00 AM,0,990,28.2,36.9,9
Chicago ,2022-04-26,6:00:00 AM,0,989.7,28.4,37.9,9
Chicago ,2022-04-26,7:00:00 AM,0,989.3,28.4,36.7,7
Chicago ,2022-04-26,8:00:00 AM,0,990.7,27.5,37.9,10
Chicago ,2022-04-26,9:00:00 AM,0,992,25.6,44.7,10
Chicago ,2022-04-26,10:00:00 AM,0,993.1,23.9,46.7,10
Chicago ,2022-04-26,11:00:00 AM,0,993.6,22.7,48.8,4
Chicago ,2022-04-26,12:00:00 PM,0,995.7,21.9,55.9,6
Chicago ,2022-04-26,1:00:00 PM,0,997.3,19.9,63.6,9
Chicago ,2022-04-26,2:00:00 PM,0,998.4,18.3,61.6,5
Chicago ,2022-04-26,3:00:00 PM,0,999.3,17.5,43.6,7
Chicago ,2022-04-26,4:00:00 PM,0,1000.2,16.4,40.6,6
Chicago ,2022-04-26,5:00:00 PM,0,1000.5,15.5,36.8,6
Chicago ,2022-04-26,6:00:00 PM,0,1001,14.6,33.9,5
Chicago ,2022-04-26,7:00:00 PM,0,1001.8,13.6,35.2,2
Chicago ,2022-04-26,8:00:00 PM,0,1002.7,13,36,6
Chicago ,2022-04-26,9:00:00 PM,0,1003.5,13.1,31.1,8
Chicago ,2022-04-26,10:00:00 PM,0,1003.3,13.4,30,5
Chicago ,2022-04-26,11:00:00 PM,0,1004.3,14.5,30.1,5
Chicago ,2022-04-27,12:00:00 AM,0,1004.7,16.4,27.1,5
Chicago ,2022-04-27,1:00:00 AM,0,1005.1,18.1,26,3
Chicago ,2022-04-27,2:00:00 AM,0,1005.3,19.8,24.1,4
